clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_01_s007_traffic_5db,voice_01,s007,traffic,5,data\noisy_wav\voice_01_s007_traffic_5db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_traffic_0db,voice_01,s007,traffic,0,data\noisy_wav\voice_01_s007_traffic_0db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_traffic_-5db,voice_01,s007,traffic,-5,data\noisy_wav\voice_01_s007_traffic_-5db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_traffic_-10db,voice_01,s007,traffic,-10,data\noisy_wav\voice_01_s007_traffic_-10db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_fan_20db,voice_01,s007,fan,20,data\noisy_wav\voice_01_s007_fan_20db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_fan_10db,voice_01,s007,fan,10,data\noisy_wav\voice_01_s007_fan_10db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_fan_5db,voice_01,s007,fan,5,data\noisy_wav\voice_01_s007_fan_5db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_fan_0db,voice_01,s007,fan,0,data\noisy_wav\voice_01_s007_fan_0db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_fan_-5db,voice_01,s007,fan,-5,data\noisy_wav\voice_01_s007_fan_-5db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_01_s007_fan_-10db,voice_01,s007,fan,-10,data\noisy_wav\voice_01_s007_fan_-10db.wav,He placed the coffee mug beside the window.,"He clicks the coffee, but it's out of control.",he placed the coffee mug beside the window,he clicks the coffee but it's out of control,0.75,0.5
voice_01_s008_cafe_20db,voice_01,s008,cafe,20,data\noisy_wav\voice_01_s008_cafe_20db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_cafe_10db,voice_01,s008,cafe,10,data\noisy_wav\voice_01_s008_cafe_10db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_cafe_5db,voice_01,s008,cafe,5,data\noisy_wav\voice_01_s008_cafe_5db.wav,The camera battery died during the concert.,Camera battery died during the concert.,the camera battery died during the concert,camera battery died during the concert,0.14285714285714285,0.09523809523809523
voice_01_s008_cafe_0db,voice_01,s008,cafe,0,data\noisy_wav\voice_01_s008_cafe_0db.wav,The camera battery died during the concert.,Can't recovery died during the concert.,the camera battery died during the concert,can't recovery died during the concert,0.42857142857142855,0.30952380952380953
voice_01_s008_cafe_-5db,voice_01,s008,cafe,-5,data\noisy_wav\voice_01_s008_cafe_-5db.wav,The camera battery died during the concert.,Can't remember who died or who was in the list.,the camera battery died during the concert,can't remember who died or who was in the list,1.1428571428571428,0.8095238095238095
voice_01_s008_cafe_-10db,voice_01,s008,cafe,-10,data\noisy_wav\voice_01_s008_cafe_-10db.wav,The camera battery died during the concert.,Chamber.,the camera battery died during the concert,chamber,1.0,0.8571428571428571
voice_01_s008_traffic_20db,voice_01,s008,traffic,20,data\noisy_wav\voice_01_s008_traffic_20db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_traffic_10db,voice_01,s008,traffic,10,data\noisy_wav\voice_01_s008_traffic_10db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_traffic_5db,voice_01,s008,traffic,5,data\noisy_wav\voice_01_s008_traffic_5db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_traffic_0db,voice_01,s008,traffic,0,data\noisy_wav\voice_01_s008_traffic_0db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_traffic_-5db,voice_01,s008,traffic,-5,data\noisy_wav\voice_01_s008_traffic_-5db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_traffic_-10db,voice_01,s008,traffic,-10,data\noisy_wav\voice_01_s008_traffic_-10db.wav,The camera battery died during the concert.,and camera battery died during the concert.,the camera battery died during the concert,and camera battery died during the concert,0.14285714285714285,0.07142857142857142
voice_01_s008_fan_20db,voice_01,s008,fan,20,data\noisy_wav\voice_01_s008_fan_20db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_fan_10db,voice_01,s008,fan,10,data\noisy_wav\voice_01_s008_fan_10db.wav,The camera battery died during the concert.,The camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_fan_5db,voice_01,s008,fan,5,data\noisy_wav\voice_01_s008_fan_5db.wav,The camera battery died during the concert.,the camera battery died during the concert.,the camera battery died during the concert,the camera battery died during the concert,0.0,0.0
voice_01_s008_fan_0db,voice_01,s008,fan,0,data\noisy_wav\voice_01_s008_fan_0db.wav,The camera battery died during the concert.,Camper battery died during the concert.,the camera battery died during the concert,camper battery died during the concert,0.2857142857142857,0.14285714285714285
voice_01_s008_fan_-5db,voice_01,s008,fan,-5,data\noisy_wav\voice_01_s008_fan_-5db.wav,The camera battery died during the concert.,Can't for better read died during the concert.,the camera battery died during the concert,can't for better read died during the concert,0.5714285714285714,0.35714285714285715
voice_01_s008_fan_-10db,voice_01,s008,fan,-10,data\noisy_wav\voice_01_s008_fan_-10db.wav,The camera battery died during the concert.,Can't prepare to end it.,the camera battery died during the concert,can't prepare to end it,1.0,0.7380952380952381
voice_01_s009_cafe_20db,voice_01,s009,cafe,20,data\noisy_wav\voice_01_s009_cafe_20db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_cafe_10db,voice_01,s009,cafe,10,data\noisy_wav\voice_01_s009_cafe_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_cafe_5db,voice_01,s009,cafe,5,data\noisy_wav\voice_01_s009_cafe_5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_cafe_0db,voice_01,s009,cafe,0,data\noisy_wav\voice_01_s009_cafe_0db.wav,We ordered soup and bread for lunch.,We aren't super bred for much.,we ordered soup and bread for lunch,we aren't super bred for much,0.7142857142857143,0.37142857142857144
voice_01_s009_cafe_-5db,voice_01,s009,cafe,-5,data\noisy_wav\voice_01_s009_cafe_-5db.wav,We ordered soup and bread for lunch.,and simple preference.,we ordered soup and bread for lunch,and simple preference,0.8571428571428571,0.6857142857142857
voice_01_s009_cafe_-10db,voice_01,s009,cafe,-10,data\noisy_wav\voice_01_s009_cafe_-10db.wav,We ordered soup and bread for lunch.,"I'm sorry, I'm sorry.",we ordered soup and bread for lunch,i'm sorry i'm sorry,1.0,0.8
voice_01_s009_traffic_20db,voice_01,s009,traffic,20,data\noisy_wav\voice_01_s009_traffic_20db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_traffic_10db,voice_01,s009,traffic,10,data\noisy_wav\voice_01_s009_traffic_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_traffic_5db,voice_01,s009,traffic,5,data\noisy_wav\voice_01_s009_traffic_5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_traffic_0db,voice_01,s009,traffic,0,data\noisy_wav\voice_01_s009_traffic_0db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_traffic_-5db,voice_01,s009,traffic,-5,data\noisy_wav\voice_01_s009_traffic_-5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_traffic_-10db,voice_01,s009,traffic,-10,data\noisy_wav\voice_01_s009_traffic_-10db.wav,We ordered soup and bread for lunch.,We are in Superb Red for lunch.,we ordered soup and bread for lunch,we are in superb red for lunch,0.5714285714285714,0.34285714285714286
voice_01_s009_fan_20db,voice_01,s009,fan,20,data\noisy_wav\voice_01_s009_fan_20db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_fan_10db,voice_01,s009,fan,10,data\noisy_wav\voice_01_s009_fan_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_fan_5db,voice_01,s009,fan,5,data\noisy_wav\voice_01_s009_fan_5db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_fan_0db,voice_01,s009,fan,0,data\noisy_wav\voice_01_s009_fan_0db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_01_s009_fan_-5db,voice_01,s009,fan,-5,data\noisy_wav\voice_01_s009_fan_-5db.wav,We ordered soup and bread for lunch.,We will pursue breath a notch.,we ordered soup and bread for lunch,we will pursue breath a notch,0.8571428571428571,0.6285714285714286
voice_01_s009_fan_-10db,voice_01,s009,fan,-10,data\noisy_wav\voice_01_s009_fan_-10db.wav,We ordered soup and bread for lunch.,,we ordered soup and bread for lunch,,1.0,1.0
voice_01_s010_cafe_20db,voice_01,s010,cafe,20,data\noisy_wav\voice_01_s010_cafe_20db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_01_s010_cafe_10db,voice_01,s010,cafe,10,data\noisy_wav\voice_01_s010_cafe_10db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_01_s010_cafe_5db,voice_01,s010,cafe,5,data\noisy_wav\voice_01_s010_cafe_5db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_01_s010_cafe_0db,voice_01,s010,cafe,0,data\noisy_wav\voice_01_s010_cafe_0db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_01_s010_cafe_-5db,voice_01,s010,cafe,-5,data\noisy_wav\voice_01_s010_cafe_-5db.wav,The lights flickered when the storm began.,lights for everybody's door began.,the lights flickered when the storm began,lights for everybody's door began,0.7142857142857143,0.5365853658536586
